

########## SHEET: K-CURE 암공공(병기조사_간암)_데이터셋(목록)정보 ##########
K-CURE 암 공공 병기조사_간암 DB 데이터 카탈로그 레이아웃
제공기관 : 국가암데이터센터
연번 | 데이터셋 한글명(테이블 한글명) | 데이터셋명(테이블명) | 변수(항목)개수
1 | 암_공공_병기조사_간암_DB_암등록 | CS_LV_RGST | 11
2 | 암_공공_병기조사_간암_DB_사망 | CS_LV_DEATH | 3
3 | 암_공공_병기조사_간암_DB_자격및보험료 | CS_LV_BFC | 6
4 | 암_공공_병기조사_간암_DB_명세서일반내역 | CS_LV_T200 | 22
5 | 암_공공_병기조사_간암_DB_진료내역 | CS_LV_T300 | 13
6 | 암_공공_병기조사_간암_DB_상병내역 | CS_LV_T400 | 6
7 | 암_공공_병기조사_간암_DB_원외처방내역 | CS_LV_T530 | 10
8 | 암_공공_병기조사_간암_DB_일반건강검진_대상자 | CS_LV_G1E_OBJ | 2
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 24
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 31
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 88
12 | 암_공공_병기조사_간암_DB_일반건강검진_결과및판정 | CS_LV_G1E | 21
13 | 암_공공_병기조사_간암_DB_암문진_간암_0708 | CS_LV_CLV_CQ_RST_0708 | 67
14 | 암_공공_병기조사_간암_DB_암문진_간암_0923 | CS_LV_CLV_CQ_RST_0923 | 82
15 | 암_공공_병기조사_간암_DB_암검진_간암_0708 | CS_LV_CLV_RST_0708 | 53
16 | 암_공공_병기조사_간암_DB_암검진_간암_0923 | CS_LV_CLV_RST_0923 | 60


########## SHEET: K-CURE 암공공(병기조사_간암)_데이터셋(항목)정보 ##########
K-CURE 암 공공 병기조사_간암 DB 데이터 카탈로그 레이아웃
제공기관 : 국가암데이터센터
※ 카탈로그에 기재된 설명 외의 자세한 코드값은 보건의료빅데이터개방시스템(https://opendata.hira.or.kr) 참고
연번 | 데이터셋명(테이블 한글명) | 데이터셋명(테이블명) | SUB NO | 변수 (컬럼한글명) | 변수명 (컬럼명) | 설명 | 값 | 형식 (Data Type)
CS_LV_G1Q | Q_PHX_DX_DLD | [문진1] (본인) 이상지질혈증 진단여부 | 0 | 미해당 | 1 | 2009 | 2023
CS_LV_G1Q | Q_PHX_DX_DLD | [문진1] (본인) 이상지질혈증 진단여부 | 1 | 해당 | 2 | 2009 | 2023
CS_LV_G1Q | Q_PHX_DX_PTB | [문진1] (본인) 폐결핵 진단여부 | 0 | 미해당 | 1 | 2009 | 2023
CS_LV_G1Q | Q_PHX_DX_PTB | [문진1] (본인) 폐결핵 진단여부 | 1 | 해당 | 2 | 2009 | 2023
CS_LV_G1Q | Q_PHX_DX_ETC | [문진1] (본인) 기타(암포함) 진단여부 | 0 | 미해당 | 1 | 2009 | 2023
CS_LV_G1Q | Q_PHX_DX_ETC | [문진1] (본인) 기타(암포함) 진단여부 | 1 | 해당 | 2 | 2009 | 2023
CS_LV_G1Q | Q_PHX_TX_STK | [문진1] (본인) 뇌졸중(중풍) 약물치료여부 | 0 | 미해당 | 1 | 2009 | 2023
CS_LV_G1Q | Q_PHX_TX_STK | [문진1] (본인) 뇌졸중(중풍) 약물치료여부 | 1 | 해당 | 2 | 2009 | 2023
CS_LV_G1Q | Q_PHX_TX_HTDZ | [문진1] (본인) 심장병(심근경색/협심증) 약물치료여부 | 0 | 미해당 | 1 | 2009 | 2023
CS_LV_G1Q | Q_PHX_TX_HTDZ | [문진1] (본인) 심장병(심근경색/협심증) 약물치료여부 | 1 | 해당 | 2 | 2009 | 2023
CS_LV_G1Q | Q_PHX_TX_HTN | [문진1] (본인) 고혈압 약물치료여부 | 0 | 미해당 | 1 | 2009 | 2023
CS_LV_G1Q | Q_PHX_TX_HTN | [문진1] (본인) 고혈압 약물치료여부 | 1 | 해당 | 2 | 2009 | 2023
CS_LV_G1Q | Q_PHX_TX_DM | [문진1] (본인) 당뇨병 약물치료여부 | 0 | 미해당 | 1 | 2009 | 2023
CS_LV_G1Q | Q_PHX_TX_DM | [문진1] (본인) 당뇨병 약물치료여부 | 1 | 해당 | 2 | 2009 | 2023
CS_LV_G1Q | Q_PHX_TX_DLD | [문진1] (본인) 이상지질혈증 약물치료여부 | 0 | 미해당 | 1 | 2009 | 2023
CS_LV_G1Q | Q_PHX_TX_DLD | [문진1] (본인) 이상지질혈증 약물치료여부 | 1 | 해당 | 2 | 2009 | 2023
CS_LV_G1Q | Q_PHX_TX_PTB | [문진1] (본인) 폐결핵 약물치료여부 | 0 | 미해당 | 1 | 2009 | 2023
CS_LV_G1Q | Q_PHX_TX_PTB | [문진1] (본인) 폐결핵 약물치료여부 | 1 | 해당 | 2 | 2009 | 2023
CS_LV_G1Q | Q_PHX_TX_ETC | [문진1] (본인) 기타(암포함) 약물치료여부 | 0 | 미해당 | 1 | 2009 | 2023
CS_LV_G1Q | Q_PHX_TX_ETC | [문진1] (본인) 기타(암포함) 약물치료여부 | 1 | 해당 | 2 | 2009 | 2023
CS_LV_G1Q | Q_FHX_ETC | [문진2] (가족력) 기타(암포함) 진단여부 | 0 | 미해당 | 1 | 2009 | 2023
CS_LV_G1Q | Q_FHX_ETC | [문진2] (가족력) 기타(암포함) 진단여부 | 1 | 해당 | 2 | 2009 | 2023
CS_LV_G1Q | Q_HBV_AG | [문진3] (본인) B형간염 항원보유자 | 0 | 아니오 | 1 | 2009 | 2023
CS_LV_G1Q | Q_HBV_AG | [문진3] (본인) B형간염 항원보유자 | 1 | 예 | 2 | 2009 | 2023
CS_LV_G1Q | Q_HBV_AG | [문진3] (본인) B형간염 항원보유자 | 2 | 모름 | 3 | 2009 | 2023
CS_LV_G1Q | Q_DRK_FRQ_V09N | [문진5-1] 주간음주일수 | 0 | 0일 | 1 | 2009 | 2017
CS_LV_G1Q | Q_DRK_FRQ_V09N | [문진5-1] 주간음주일수 | 1 | 1일 | 2 | 2009 | 2017
CS_LV_G1Q | Q_DRK_FRQ_V09N | [문진5-1] 주간음주일수 | 2 | 2일 | 3 | 2009 | 2017
CS_LV_G1Q | Q_DRK_FRQ_V09N | [문진5-1] 주간음주일수 | 3 | 3일 | 4 | 2009 | 2017
CS_LV_G1Q | Q_DRK_FRQ_V09N | [문진5-1] 주간음주일수 | 4 | 4일 | 5 | 2009 | 2017
CS_LV_G1Q | Q_DRK_FRQ_V09N | [문진5-1] 주간음주일수 | 5 | 5일 | 6 | 2009 | 2017
CS_LV_G1Q | Q_DRK_FRQ_V09N | [문진5-1] 주간음주일수 | 6 | 6일 | 7 | 2009 | 2017
CS_LV_G1Q | Q_DRK_FRQ_V09N | [문진5-1] 주간음주일수 | 7 | 7일 | 8 | 2009 | 2017
CS_LV_G1Q | Q_PA_VD | [문진6-1] 1주_20분이상 격렬한 운동 | 0 | 0일 | 1 | 2009 | 2017
CS_LV_G1Q | Q_PA_VD | [문진6-1] 1주_20분이상 격렬한 운동 | 1 | 1일 | 2 | 2009 | 2017
CS_LV_G1Q | Q_PA_VD | [문진6-1] 1주_20분이상 격렬한 운동 | 2 | 2일 | 3 | 2009 | 2017
CS_LV_G1Q | Q_PA_VD | [문진6-1] 1주_20분이상 격렬한 운동 | 3 | 3일 | 4 | 2009 | 2017
CS_LV_G1Q | Q_PA_VD | [문진6-1] 1주_20분이상 격렬한 운동 | 4 | 4일 | 5 | 2009 | 2017
CS_LV_G1Q | Q_PA_VD | [문진6-1] 1주_20분이상 격렬한 운동 | 5 | 5일 | 6 | 2009 | 2017
CS_LV_G1Q | Q_PA_VD | [문진6-1] 1주_20분이상 격렬한 운동 | 6 | 6일 | 7 | 2009 | 2017
CS_LV_G1Q | Q_PA_VD | [문진6-1] 1주_20분이상 격렬한 운동 | 7 | 7일 | 8 | 2009 | 2017
CS_LV_G1Q | Q_PA_MD | [문진6-2] 1주_30분이상 중간정도 운동 | 0 | 0일 | 1 | 2009 | 2017
CS_LV_G1Q | Q_PA_MD | [문진6-2] 1주_30분이상 중간정도 운동 | 1 | 1일 | 2 | 2009 | 2017
CS_LV_G1Q | Q_PA_MD | [문진6-2] 1주_30분이상 중간정도 운동 | 2 | 2일 | 3 | 2009 | 2017
CS_LV_G1Q | Q_PA_MD | [문진6-2] 1주_30분이상 중간정도 운동 | 3 | 3일 | 4 | 2009 | 2017
CS_LV_G1Q | Q_PA_MD | [문진6-2] 1주_30분이상 중간정도 운동 | 4 | 4일 | 5 | 2009 | 2017
CS_LV_G1Q | Q_PA_MD | [문진6-2] 1주_30분이상 중간정도 운동 | 5 | 5일 | 6 | 2009 | 2017
CS_LV_G1Q | Q_PA_MD | [문진6-2] 1주_30분이상 중간정도 운동 | 6 | 6일 | 7 | 2009 | 2017
CS_LV_G1Q | Q_PA_MD | [문진6-2] 1주_30분이상 중간정도 운동 | 7 | 7일 | 8 | 2009 | 2017
CS_LV_G1Q | Q_PA_WALK | [문진6-3] 1주_총30분이상 걷기 운동 | 0 | 0일 | 1 | 2009 | 2017
CS_LV_G1Q | Q_PA_WALK | [문진6-3] 1주_총30분이상 걷기 운동 | 1 | 1일 | 2 | 2009 | 2017
CS_LV_G1Q | Q_PA_WALK | [문진6-3] 1주_총30분이상 걷기 운동 | 2 | 2일 | 3 | 2009 | 2017
CS_LV_G1Q | Q_PA_WALK | [문진6-3] 1주_총30분이상 걷기 운동 | 3 | 3일 | 4 | 2009 | 2017
CS_LV_G1Q | Q_PA_WALK | [문진6-3] 1주_총30분이상 걷기 운동 | 4 | 4일 | 5 | 2009 | 2017
CS_LV_G1Q | Q_PA_WALK | [문진6-3] 1주_총30분이상 걷기 운동 | 5 | 5일 | 6 | 2009 | 2017
CS_LV_G1Q | Q_PA_WALK | [문진6-3] 1주_총30분이상 걷기 운동 | 6 | 6일 | 7 | 2009 | 2017
CS_LV_G1Q | Q_PA_WALK | [문진6-3] 1주_총30분이상 걷기 운동 | 7 | 7일 | 8 | 2009 | 2017
CS_LV_G1Q | Q_SMK_NOW_YN | [문진4-1] 현재 일반담배(궐련)을 피우십니까? | 0 | 과거에는 피웠으나 현재 피우지 않음 | 1 | 2019 | 2023
CS_LV_G1Q | Q_SMK_NOW_YN | [문진4-1] 현재 일반담배(궐련)을 피우십니까? | 1 | 현재 피움 | 2 | 2019 | 2023
CS_LV_G1Q | Q_ELEC_SMK_YN | [문진5] 전자담배를 사용한 경험이 있습니까? | 0 | 아니오 | 1 | 2018 | 2018
CS_LV_G1Q | Q_ELEC_SMK_YN | [문진5] 전자담배를 사용한 경험이 있습니까? | 1 | 예 | 2 | 2018 | 2018
CS_LV_G1Q | Q_ELEC_SMK_AMT | [문진5-1] 최근 한 달 동안 전자담배를 사용한 경험이 있습니까? | 0 | 아니오 | 1 | 2018 | 2018
CS_LV_G1Q | Q_ELEC_SMK_AMT | [문진5-1] 최근 한 달 동안 전자담배를 사용한 경험이 있습니까? | 1 | 월 1-2일 | 2 | 2018 | 2018
CS_LV_G1Q | Q_ELEC_SMK_AMT | [문진5-1] 최근 한 달 동안 전자담배를 사용한 경험이 있습니까? | 2 | 월 3-9일 | 3 | 2018 | 2018
CS_LV_G1Q | Q_ELEC_SMK_AMT | [문진5-1] 최근 한 달 동안 전자담배를 사용한 경험이 있습니까? | 3 | 월 10-29일 | 4 | 2018 | 2018
CS_LV_G1Q | Q_ELEC_SMK_AMT | [문진5-1] 최근 한 달 동안 전자담배를 사용한 경험이 있습니까? | 4 | 매일 | 5 | 2018 | 2018
CS_LV_G1Q | Q_HNBT_YN | [문진5] 지금까지 궐련형 전자담배 (가열담배, 예)아이코스, 글로, 릴 등)을 피운적 있습니까? | 0 | 아니오 | 1 | 2019 | 2023
CS_LV_G1Q | Q_HNBT_YN | [문진5] 지금까지 궐련형 전자담배 (가열담배, 예)아이코스, 글로, 릴 등)을 피운적 있습니까? | 1 | 예 | 2 | 2019 | 2023
CS_LV_G1Q | Q_HNBT_NOW_YN | [문진5-1] 현재 궐련형 전자담배(가열담배) 피우십니까? | 0 | 과거에는 피웠으나 현재 피우지 않음 | 1 | 2019 | 2023
CS_LV_G1Q | Q_HNBT_NOW_YN | [문진5-1] 현재 궐련형 전자담배(가열담배) 피우십니까? | 1 | 현재 피움 | 2 | 2019 | 2023
CS_LV_G1Q | Q_E_CIGA_YN | [문진6] 전자담배를 사용한 경험이 있습니까? | 0 | 아니오 | 1 | 2019 | 2023
CS_LV_G1Q | Q_E_CIGA_YN | [문진6] 전자담배를 사용한 경험이 있습니까? | 1 | 예 | 2 | 2019 | 2023
CS_LV_G1Q | Q_E_CIGA_AMT | [문진6-1] 최근 한 달 동안 전자담배를 사용한 경험이 있습니까? | 0 | 아니오 | 1 | 2019 | 2023
CS_LV_G1Q | Q_E_CIGA_AMT | [문진6-1] 최근 한 달 동안 전자담배를 사용한 경험이 있습니까? | 1 | 월 1-2일 | 2 | 2019 | 2023
CS_LV_G1Q | Q_E_CIGA_AMT | [문진6-1] 최근 한 달 동안 전자담배를 사용한 경험이 있습니까? | 2 | 월 3-9일 | 3 | 2019 | 2023
CS_LV_G1Q | Q_E_CIGA_AMT | [문진6-1] 최근 한 달 동안 전자담배를 사용한 경험이 있습니까? | 3 | 월 10-29일 | 4 | 2019 | 2023
CS_LV_G1Q | Q_E_CIGA_AMT | [문진6-1] 최근 한 달 동안 전자담배를 사용한 경험이 있습니까? | 4 | 매일 | 5 | 2019 | 2023
CS_LV_G1Q | Q_DRK_PER | [문진7] 지난 1년간 술을 마시는 횟수는 어느 정도입니까? | 0 | 술을 마시지 않는다 | 1 | 2018 | 2023
CS_LV_G1Q | Q_DRK_PER | [문진7] 지난 1년간 술을 마시는 횟수는 어느 정도입니까? | 1 | 일주일에 | 2 | 2018 | 2023
CS_LV_G1Q | Q_DRK_PER | [문진7] 지난 1년간 술을 마시는 횟수는 어느 정도입니까? | 2 | 한 달에 | 3 | 2018 | 2023
CS_LV_G1Q | Q_DRK_PER | [문진7] 지난 1년간 술을 마시는 횟수는 어느 정도입니까? | 3 | 1년에 | 4 | 2018 | 2023
CS_LV_G1E | G1E_URN_GLU | 요당 | 0 | 음성(-) | 1 | 2007 | 2008
CS_LV_G1E | G1E_URN_GLU | 요당 | 1 | 약양성(±) | 2 | 2007 | 2008
CS_LV_G1E | G1E_URN_GLU | 요당 | 2 | 양성(+1) | 3 | 2007 | 2008
CS_LV_G1E | G1E_URN_GLU | 요당 | 3 | 양성(+2) | 4 | 2007 | 2008
CS_LV_G1E | G1E_URN_GLU | 요당 | 4 | 양성(+3) | 5 | 2007 | 2008
CS_LV_G1E | G1E_URN_GLU | 요당 | 5 | 양성(+4) | 6 | 2007 | 2008
CS_LV_G1E | G1E_URN_PROT | 요단백 | 0 | 음성(-) | 1 | 2007 | 2023
CS_LV_G1E | G1E_URN_PROT | 요단백 | 1 | 약양성(±) | 2 | 2007 | 2023
CS_LV_G1E | G1E_URN_PROT | 요단백 | 2 | 양성(+1) | 3 | 2007 | 2023
CS_LV_G1E | G1E_URN_PROT | 요단백 | 3 | 양성(+2) | 4 | 2007 | 2023
CS_LV_G1E | G1E_URN_PROT | 요단백 | 4 | 양성(+3) | 5 | 2007 | 2023
CS_LV_G1E | G1E_URN_PROT | 요단백 | 5 | 양성(+4) | 6 | 2007 | 2023
CS_LV_G1E | G1E_URN_OCC_BLD | 요잠혈 | 0 | 음성(-) | 1 | 2007 | 2008
CS_LV_G1E | G1E_URN_OCC_BLD | 요잠혈 | 1 | 약양성(±) | 2 | 2007 | 2008
CS_LV_G1E | G1E_URN_OCC_BLD | 요잠혈 | 2 | 양성(+1) | 3 | 2007 | 2008
CS_LV_G1E | G1E_URN_OCC_BLD | 요잠혈 | 3 | 양성(+2) | 4 | 2007 | 2008
CS_LV_G1E | G1E_URN_OCC_BLD | 요잠혈 | 4 | 양성(+3) | 5 | 2007 | 2008
CS_LV_G1E | G1E_URN_OCC_BLD | 요잠혈 | 5 | 양성(+4) | 6 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_SX_YN | [문진1] 현재 신체 어느 부위에든 불편한 증상이 있습니까? | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_SX_YN | [문진1] 현재 신체 어느 부위에든 불편한 증상이 있습니까? | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CST_YN | [문진3] 위암 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CST_YN | [문진3] 위암 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CST_YN | [문진3] 위암 유무 | 2 | 모르겠다 | 3 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CST_I | [문진3] (본인) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CST_I | [문진3] (본인) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CST_PRT | [문진3] (부모) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CST_PRT | [문진3] (부모) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CST_BRT | [문진3] (형제) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CST_BRT | [문진3] (형제) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CST_SST | [문진3] (자매) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CST_SST | [문진3] (자매) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CBR_YN | [문진3] 유방암 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CBR_YN | [문진3] 유방암 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CBR_YN | [문진3] 유방암 유무 | 2 | 모르겠다 | 3 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CBR_I | [문진3] (본인) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CBR_I | [문진3] (본인) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CBR_PRT | [문진3] (부모) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CBR_PRT | [문진3] (부모) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CBR_BRT | [문진3] (형제) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CBR_BRT | [문진3] (형제) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CBR_SST | [문진3] (자매) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CBR_SST | [문진3] (자매) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCR_YN | [문진3] 대장암 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCR_YN | [문진3] 대장암 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCR_YN | [문진3] 대장암 유무 | 2 | 모르겠다 | 3 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCR_I | [문진3] (본인) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCR_I | [문진3] (본인) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCR_PRT | [문진3] (부모) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCR_PRT | [문진3] (부모) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCR_BRT | [문진3] (형제) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCR_BRT | [문진3] (형제) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCR_SST | [문진3] (자매) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCR_SST | [문진3] (자매) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CLV_YN | [문진3] 간암 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CLV_YN | [문진3] 간암 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CLV_YN | [문진3] 간암 유무 | 2 | 모르겠다 | 3 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CLV_I | [문진3] (본인) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CLV_I | [문진3] (본인) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CLV_PRT | [문진3] (부모) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CLV_PRT | [문진3] (부모) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CLV_BRT | [문진3] (형제) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CLV_BRT | [문진3] (형제) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CLV_SST | [문진3] (자매) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CLV_SST | [문진3] (자매) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCX_YN | [문진3] 자궁경부암 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCX_YN | [문진3] 자궁경부암 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCX_YN | [문진3] 자궁경부암 유무 | 2 | 모르겠다 | 3 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCX_I | [문진3] (본인) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCX_I | [문진3] (본인) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCX_PRT | [문진3] (부모) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCX_PRT | [문진3] (부모) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCX_BRT | [문진3] (형제) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCX_BRT | [문진3] (형제) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCX_SST | [문진3] (자매) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCX_SST | [문진3] (자매) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_ETC_YN | [문진3] 기타 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_ETC_YN | [문진3] 기타 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_ETC_YN | [문진3] 기타 유무 | 2 | 모르겠다 | 3 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_ETC_I | [문진3] (본인) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_ETC_I | [문진3] (본인) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_ETC_PRT | [문진3] (부모) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_ETC_PRT | [문진3] (부모) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_ETC_BRT | [문진3] (형제) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_ETC_BRT | [문진3] (형제) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_ETC_SST | [문진3] (자매) 과거병력 유무 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_ETC_SST | [문진3] (자매) 과거병력 유무 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_IBS_YN | [문진4] 만성 염증성 대장질환(크론병, 궤양성 대장염 등)을 앓고 계시거나 과거에 앓으신 적이 있습니까? 병원에서 진단 받으신 경우만 해당됩니다. | 0 | 아니오 | 1 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_PHX_IBS_YN | [문진4] 만성 염증성 대장질환(크론병, 궤양성 대장염 등)을 앓고 계시거나 과거에 앓으신 적이 있습니까? 병원에서 진단 받으신 경우만 해당됩니다. | 1 | 예 | 2 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_PHX_IBS_YN | [문진4] 만성 염증성 대장질환(크론병, 궤양성 대장염 등)을 앓고 계시거나 과거에 앓으신 적이 있습니까? 병원에서 진단 받으신 경우만 해당됩니다. | 2 | 모르겠음 | 3 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_PHX_CPO_YN | [문진6] 현재 또는 과거에 진단받은 대장항문 질환이 있으십니까?-대장용종(폴립) | 0 | 아니오 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_CPO_YN | [문진6] 현재 또는 과거에 진단받은 대장항문 질환이 있으십니까?-대장용종(폴립) | 1 | 예 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_CPO_YN | [문진6] 현재 또는 과거에 진단받은 대장항문 질환이 있으십니까?-대장용종(폴립) | 2 | 모르겠음 | 3 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_PHX_HBVC_YN | [문진7] 간 질환이 있으십니까?-B형간염바이러스보유자 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_HBVC_YN | [문진7] 간 질환이 있으십니까?-B형간염바이러스보유자 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_HCVC_YN | [문진6] 간 질환이 있으십니까?-C형간염바이러스보유자 | 0 | 없다 | 1 | 2007 | 2008
